epoch: 0	train ppl: 320089.12274703855	val ppl: 9195.400063186136	best val: 9195.400063186136	time (s) spent in epoch: 25.427703857421875
epoch: 1	train ppl: 10250.551898637386	val ppl: 1966.8837213959098	best val: 1966.8837213959098	time (s) spent in epoch: 25.495562076568604
epoch: 2	train ppl: 7581.655198308112	val ppl: 2504.5026481725836	best val: 1966.8837213959098	time (s) spent in epoch: 25.386930227279663
epoch: 3	train ppl: 5923.178704548633	val ppl: 3087.4171558069593	best val: 1966.8837213959098	time (s) spent in epoch: 25.323829174041748
epoch: 4	train ppl: 4908.483638533509	val ppl: 1730.56203186347	best val: 1730.56203186347	time (s) spent in epoch: 25.546549081802368
epoch: 5	train ppl: 3596.230670731771	val ppl: 2226.1279019221774	best val: 1730.56203186347	time (s) spent in epoch: 25.44498872756958
epoch: 6	train ppl: 2817.613542421924	val ppl: 804.2701037220334	best val: 804.2701037220334	time (s) spent in epoch: 25.497760772705078
epoch: 7	train ppl: 2396.2342209801454	val ppl: 2989.308845753621	best val: 804.2701037220334	time (s) spent in epoch: 25.381555795669556
epoch: 8	train ppl: 2110.262213296035	val ppl: 1479.865352441896	best val: 804.2701037220334	time (s) spent in epoch: 25.310768365859985
epoch: 9	train ppl: 1943.1167500539555	val ppl: 1017.3465732298945	best val: 804.2701037220334	time (s) spent in epoch: 25.369774341583252
