epoch: 0	train ppl: 18720.08423098953	val ppl: 57858.3018290897	best val: 57858.3018290897	time (s) spent in epoch: 270.8541564941406
epoch: 1	train ppl: 22176.55617289235	val ppl: 11532.00286488352	best val: 11532.00286488352	time (s) spent in epoch: 272.2437970638275
epoch: 2	train ppl: 13856.07227095657	val ppl: 2043188.2208487804	best val: 11532.00286488352	time (s) spent in epoch: 269.50581669807434
epoch: 3	train ppl: 12569.306007090408	val ppl: 69659.12991473373	best val: 11532.00286488352	time (s) spent in epoch: 269.67264199256897
epoch: 4	train ppl: 8652.462836560479	val ppl: 3010.059240556121	best val: 3010.059240556121	time (s) spent in epoch: 271.3950448036194
epoch: 5	train ppl: 7178.984907806164	val ppl: 5579.928908505663	best val: 3010.059240556121	time (s) spent in epoch: 269.33711075782776
epoch: 6	train ppl: 8253.682505289962	val ppl: 90457.3558850634	best val: 3010.059240556121	time (s) spent in epoch: 269.35428285598755
epoch: 7	train ppl: 6107.010985473708	val ppl: 3881.5607225572658	best val: 3010.059240556121	time (s) spent in epoch: 269.3971195220947
epoch: 8	train ppl: 4550.268488438225	val ppl: 4499.341619354989	best val: 3010.059240556121	time (s) spent in epoch: 269.34499502182007
epoch: 9	train ppl: 4884.942484762164	val ppl: 5660.951949986154	best val: 3010.059240556121	time (s) spent in epoch: 269.4655878543854
