epoch: 0	train ppl: 309.21745521097336	val ppl: 198.44685784921995	best val: 198.44685784921995	time (s) spent in epoch: 110.11197543144226
epoch: 1	train ppl: 152.99337490209837	val ppl: 160.7633838187359	best val: 160.7633838187359	time (s) spent in epoch: 110.46380615234375
epoch: 2	train ppl: 112.17925832309399	val ppl: 148.3781835184448	best val: 148.3781835184448	time (s) spent in epoch: 109.9585394859314
epoch: 3	train ppl: 87.72090355603164	val ppl: 145.11778841982644	best val: 145.11778841982644	time (s) spent in epoch: 109.86540055274963
epoch: 4	train ppl: 70.59113658719637	val ppl: 149.23561144399966	best val: 145.11778841982644	time (s) spent in epoch: 109.93011927604675
epoch: 5	train ppl: 57.43350269330397	val ppl: 158.240915442979	best val: 145.11778841982644	time (s) spent in epoch: 109.56920742988586
epoch: 6	train ppl: 46.74807911474122	val ppl: 172.8467222880783	best val: 145.11778841982644	time (s) spent in epoch: 109.46817660331726
epoch: 7	train ppl: 38.0751385460046	val ppl: 192.39791564890032	best val: 145.11778841982644	time (s) spent in epoch: 109.56231474876404
epoch: 8	train ppl: 31.028261241850526	val ppl: 219.33586162253704	best val: 145.11778841982644	time (s) spent in epoch: 109.8763678073883
